Time,Degree,Velocity,Electromagnet_Clutch
1096.48,-0.24,-0.00,1
1101.57,-0.24,-0.00,1
1106.73,-0.24,-0.00,1
1111.88,-0.24,-0.00,1
1117.02,-0.24,-0.00,1
1122.11,-0.24,-0.00,1
1127.26,-0.24,-0.00,1
1132.35,-0.24,-0.00,1
1137.50,-0.24,-0.00,1
1142.64,-0.24,-0.00,1
1147.76,-0.24,-0.00,1
1152.91,-0.24,-0.00,1
1158.00,-0.24,-0.00,1
1163.10,-0.24,-0.00,1
1168.19,-0.24,-0.00,1
1173.33,-0.24,-0.00,1
1178.43,-0.24,-0.00,1
1183.57,-0.24,-0.00,1
1188.66,-0.24,-0.00,1
1193.81,-0.24,-0.00,1
1198.90,-0.24,-0.00,1
1204.05,-0.24,-0.00,1
1209.14,-0.24,-0.00,1
1214.28,-0.24,-0.00,1
1219.37,-0.24,-0.00,1
1224.52,-0.24,-0.00,1
1229.61,-0.24,-0.00,1
1234.70,-0.24,-0.00,1
1239.85,-0.24,-0.00,1
1244.94,-0.24,-0.00,1
1250.09,-0.24,-0.00,1
1255.18,-0.24,-0.00,1
1260.32,-0.24,-0.00,1
1265.41,-0.24,-0.00,1
1270.56,-0.24,-0.00,1
1275.65,-0.24,-0.00,1
1280.80,-0.24,-0.00,1
1285.93,-0.24,-0.00,1
1291.08,-0.24,-0.00,1
1296.17,-0.24,-0.00,1
1301.27,-0.24,-0.00,1
1306.41,-0.24,-0.00,1
1311.50,-0.24,-0.00,1
1316.65,-0.24,-0.00,1
1321.74,-0.24,-0.00,1
1326.88,-0.24,-0.00,1
1332.03,-0.24,-0.00,1
1337.17,-0.24,-0.00,1
1342.27,-0.24,-0.00,1
1347.41,-0.24,-0.00,1
1352.56,-0.24,-0.00,1
1357.66,-0.24,-0.00,1
1362.75,-0.24,-0.00,1
1367.85,-0.24,-0.00,1
1372.99,-0.24,-0.00,1
1378.08,-0.24,-0.00,1
1383.23,-0.24,-0.00,1
1388.32,-0.24,-0.00,1
1393.47,-0.24,-0.00,1
1398.61,-0.24,-0.00,1
1403.76,-0.24,-0.00,1
1408.85,-0.24,-0.00,1
1413.99,-0.24,-0.00,1
1419.09,-0.24,-0.00,1
1424.23,-0.24,-0.00,1
1429.38,-0.24,-0.00,1
1434.43,-0.24,-0.00,1
1439.57,-0.24,-0.00,1
1444.66,-0.24,-0.00,1
1449.81,-0.24,-0.00,1
1454.95,-0.24,-0.00,1
1460.05,-0.24,-0.00,1
1465.15,-0.24,-0.00,1
1470.29,-0.24,-0.00,1
1475.38,-0.24,-0.00,1
1480.53,-0.24,-0.00,1
1485.62,-0.24,-0.00,1
1490.77,-0.24,-0.00,1
1495.86,-0.24,-0.00,1
1501.02,-0.24,-0.00,1
1506.16,-0.24,-0.00,1
1511.32,-0.24,-0.00,1
1516.41,-0.24,-0.00,1
1521.51,-0.24,-0.00,1
1526.65,-0.24,-0.00,1
1531.75,-0.24,-0.00,1
1536.89,-0.24,-0.00,1
1541.98,-0.24,-0.00,1
1547.13,-0.24,-0.00,1
1552.22,-0.24,-0.00,1
1557.32,-0.24,-0.00,1
1562.41,-0.24,-0.00,1
1567.56,-0.24,-0.00,1
1572.70,-0.24,-0.00,1
1577.77,-0.24,-0.00,1
1582.91,-0.24,-0.00,1
1588.00,-0.24,-0.00,1
1593.15,-0.24,-0.00,1
1598.24,-0.24,-0.00,1
1603.39,-0.24,-0.00,1
1608.48,-0.24,-0.00,1
1613.62,-0.24,-0.00,1
1618.71,-0.24,-0.00,1
1623.86,-0.24,-0.00,1
1628.95,-0.24,-0.00,1
1634.09,-0.24,-0.00,1
1639.18,-0.24,-0.00,1
1644.33,-0.24,-0.00,1
1649.47,-0.24,-0.00,1
1654.57,-0.24,-0.00,1
1659.71,-0.24,-0.00,1
1664.86,-0.24,-0.00,1
1670.01,-0.24,-0.00,1
1675.15,-0.24,-0.00,1
1680.30,-0.24,-0.00,1
1685.44,-0.24,-0.00,1
1690.59,-0.24,-0.00,1
1695.74,-0.24,-0.00,1
1700.88,-0.24,-0.00,1
1706.03,-0.24,-0.00,1
1711.18,-0.24,-0.00,1
1716.34,-0.24,-0.00,1
1721.43,-0.24,-0.00,1
1726.58,-0.24,-0.00,1
1731.72,-0.24,-0.00,1
1736.87,-0.24,-0.00,1
1741.96,-0.24,-0.00,1
1747.12,-0.24,-0.00,1
1752.27,-0.24,-0.00,1
1757.41,-0.24,-0.00,1
1762.56,-0.24,-0.00,1
1767.71,-0.24,-0.00,1
1772.86,-0.24,-0.00,1
1778.00,-0.24,-0.00,1
1783.15,-0.24,-0.00,1
1788.30,-0.24,-0.00,1
1793.44,-0.24,-0.00,1
1798.59,-0.24,-0.00,1
1803.73,-0.24,-0.00,1
1808.88,-0.24,-0.00,1
1814.03,-0.24,-0.00,1
1819.17,-0.24,-0.00,1
1824.32,-0.24,-0.00,1
1829.47,-0.24,-0.00,1
1834.61,-0.24,-0.00,1
1839.76,-0.24,-0.00,1
1844.91,-0.24,-0.00,1
1850.05,-0.24,-0.00,1
1855.20,-0.24,-0.00,1
1860.35,-0.24,-0.00,1
1865.49,-0.24,-0.00,1
1870.64,-0.24,-0.00,1
1875.79,-0.24,-0.00,1
1880.93,-0.24,-0.00,1
1886.08,-0.24,-0.00,1
1891.22,-0.24,-0.00,1
1896.37,-0.24,-0.00,1
1901.52,-0.24,-0.00,1
1906.66,-0.24,-0.00,1
1911.81,-0.24,-0.00,1
1916.97,-0.24,-0.00,1
1922.12,-0.24,-0.00,1
1927.26,-0.24,-0.00,1
1932.41,-0.24,-0.00,1
1937.51,-0.24,-0.00,1
1942.60,-0.24,-0.00,1
1947.70,-0.24,-0.00,1
1952.79,-0.24,-0.00,1
1957.89,-0.24,-0.00,1
1963.12,-0.24,-0.00,1
1968.22,-0.24,-0.00,1
1973.38,-0.24,-0.00,1
1978.47,-0.24,-0.00,1
1983.62,-0.24,-0.00,1
1988.78,-0.24,-0.00,1
1993.93,-0.24,-0.00,1
1999.08,-0.24,-0.00,1
2004.22,-0.24,-0.00,1
2009.37,-0.24,-0.00,1
2014.49,-0.24,-0.00,1
2019.64,-0.24,-0.00,1
2024.79,-0.24,-0.00,1
2029.94,-0.24,-0.00,1
2035.04,-0.24,-0.00,1
2040.18,-0.24,-0.00,1
2045.33,-0.24,-0.00,1
2050.48,-0.24,-0.00,1
2055.62,-0.24,-0.00,1
2060.77,-0.24,-0.00,1
2065.92,-0.24,-0.00,1
2071.07,-0.24,-0.00,1
2076.21,-0.24,-0.00,1
2081.36,-0.24,-0.00,1
2086.50,-0.24,-0.00,1
2091.65,-0.24,-0.00,1
2096.80,-0.24,-0.00,1
2101.94,-0.24,-0.00,1
2107.09,-0.24,-0.00,1
2112.24,-0.24,-0.00,1
2117.40,-0.24,-0.00,1
2122.54,-0.24,-0.00,1
2127.71,-0.24,-0.00,1
2132.85,-0.24,-0.00,1
2137.95,-0.24,-0.00,1
2143.09,-0.24,-0.00,1
2148.24,-0.24,-0.00,1
2153.39,-0.24,-0.00,1
2158.53,-0.24,-0.00,1
2163.68,-0.24,-0.00,1
2168.83,-0.24,-0.00,1
2173.97,-0.24,-0.00,1
2179.12,-0.24,-0.00,1
2184.27,-0.24,-0.00,1
2189.41,-0.24,-0.00,1
2194.51,-0.24,-0.00,1
2199.65,-0.24,-0.00,1
2204.80,-0.24,-0.00,1
2209.95,-0.24,-0.00,1
2215.09,-0.24,-0.00,1
2220.24,-0.24,-0.00,1
2225.39,-0.24,-0.00,1
2230.53,-0.24,-0.00,1
2235.68,-0.24,-0.00,1
2240.82,-0.24,-0.00,1
2245.97,-0.24,-0.00,1
2251.12,-0.24,-0.00,1
2256.26,-0.24,-0.00,1
2261.41,-0.24,-0.00,1
2266.56,-0.24,-0.00,1
2271.70,-0.24,-0.00,1
2276.85,-0.24,-0.00,1
2281.99,-0.24,-0.00,1
2287.14,-0.24,-0.00,1
2292.29,-0.24,-0.00,1
2297.43,-0.24,-0.00,1
2302.58,-0.24,-0.00,1
2307.73,-0.24,-0.00,1
2312.87,-0.24,-0.00,1
2318.03,-0.24,-0.00,1
2323.18,-0.24,-0.00,1
2328.27,-0.24,-0.00,1
2333.42,-0.24,-0.00,1
2338.57,-0.24,-0.00,1
2343.71,-0.24,-0.00,1
2348.86,-0.24,-0.00,1
2354.01,-0.24,-0.00,1
2359.16,-0.24,-0.00,1
2364.30,-0.24,-0.00,1
2369.45,-0.24,-0.00,1
2374.59,-0.24,-0.00,1
2379.74,-0.24,-0.00,1
2384.89,-0.24,-0.00,1
2390.03,-0.24,-0.00,1
2395.18,-0.24,-0.00,1
2400.33,-0.24,-0.00,1
2405.47,-0.24,-0.00,1
2410.62,-0.24,-0.00,1
2415.77,-0.24,-0.00,1
2420.91,-0.24,-0.00,1
2426.06,-0.24,-0.00,1
2431.21,-0.24,-0.00,1
2436.35,-0.24,-0.00,1
2441.50,-0.24,-0.00,1
2446.64,-0.24,-0.00,1
2451.79,-0.24,-0.00,1
2456.94,-0.24,-0.00,1
2462.09,-0.24,-0.00,1
2467.23,-0.24,-0.00,1
2472.38,-0.24,-0.00,1
2477.52,-0.24,-0.00,1
2482.67,-0.24,-0.00,1
2487.82,-0.24,-0.00,1
2492.97,-0.24,-0.00,1
2498.11,-0.24,-0.00,1
2503.26,-0.24,-0.00,1
2508.40,-0.24,-0.00,1
2513.55,-0.24,-0.00,1
2518.71,-0.24,-0.00,1
2523.86,-0.24,-0.00,1
2529.00,-0.24,-0.00,1
2534.15,-0.24,-0.00,1
2539.30,-0.24,-0.00,1
2544.44,-0.24,-0.00,1
2549.59,-0.24,-0.00,1
2554.74,-0.24,-0.00,1
2559.88,-0.24,-0.00,1
2565.03,-0.24,-0.00,1
2570.17,-0.24,-0.00,1
2575.32,-0.24,-0.00,1
2580.47,-0.24,-0.00,1
2585.61,-0.24,-0.00,1
2590.76,-0.24,-0.00,1
2595.91,-0.24,-0.00,1
2601.05,-0.24,-0.00,1
2606.20,-0.24,-0.00,1
2611.35,-0.24,-0.00,1
2616.49,-0.24,-0.00,1
2621.64,-0.24,-0.00,1
2626.79,-0.24,-0.00,1
2631.94,-0.24,-0.00,1
2637.08,-0.24,-0.00,1
2642.23,-0.24,-0.00,1
2647.38,-0.24,-0.00,1
2652.47,-0.24,-0.00,1
2657.62,-0.24,-0.00,1
2662.76,-0.24,-0.00,1
2667.91,-0.24,-0.00,1
2673.05,-0.24,-0.00,1
2678.20,-0.24,-0.00,1
2683.35,-0.24,-0.00,1
2688.44,-0.24,-0.00,1
2693.59,-0.24,-0.00,1
2698.68,-0.24,-0.00,1
2703.83,-0.24,-0.00,1
2708.97,-0.24,-0.00,1
2714.12,-0.24,-0.00,1
2719.28,-0.24,-0.00,1
2724.43,-0.24,-0.00,1
2729.57,-0.24,-0.00,1
2734.72,-0.24,-0.00,1
2739.87,-0.24,-0.00,1
2745.01,-0.24,-0.00,1
2750.16,-0.24,-0.00,1
2755.25,-0.24,-0.00,1
2760.40,-0.24,-0.00,1
2765.55,-0.24,-0.00,1
2770.69,-0.24,-0.00,1
2775.84,-0.24,-0.00,1
2780.99,-0.24,-0.00,1
2786.13,-0.24,-0.00,1
2791.28,-0.24,-0.00,1
2796.42,-0.24,-0.00,1
2801.52,-0.24,-0.00,1
2806.66,-0.24,-0.00,1
2811.76,-0.24,-0.00,1
2816.90,-0.24,-0.00,1
2821.99,-0.24,-0.00,1
2827.14,-0.24,-0.00,1
2832.23,-0.24,-0.00,1
2837.38,-0.24,-0.00,1
2842.47,-0.24,-0.00,1
2847.61,-0.24,-0.00,1
2852.76,-0.24,-0.00,1
2857.85,-0.24,-0.00,1
2862.99,-0.24,-0.00,1
2868.14,-0.24,-0.00,1
2873.29,-0.24,-0.00,1
2878.43,-0.24,-0.00,1
2883.58,-0.24,-0.00,1
2888.73,-0.24,-0.00,1
2893.87,-0.24,-0.00,1
2899.02,-0.24,-0.00,1
2904.16,-0.24,-0.00,1
2909.31,-0.24,-0.00,1
2914.43,-0.24,-0.00,1
2919.66,-0.24,-0.00,1
2924.81,-0.24,-0.00,1
2929.96,-0.24,-0.00,1
2935.10,-0.24,-0.00,1
2940.25,-0.24,-0.00,1
2945.40,-0.24,-0.00,1
2950.54,-0.24,-0.00,1
2955.69,-0.24,-0.00,1
2960.84,-0.24,-0.00,1
2965.98,-0.24,-0.00,1
2971.14,-0.24,-0.00,1
2976.29,-0.24,-0.00,1
2981.40,-0.24,-0.00,1
2986.55,-0.24,-0.00,1
2991.71,-0.24,-0.00,1
2996.86,-0.24,-0.00,1
3002.03,-0.24,-0.00,1
3007.18,-0.24,-0.00,1
3012.34,-0.24,-0.00,1
3017.49,-0.24,-0.00,1
3022.65,-0.24,-0.00,1
3027.82,-0.24,-0.00,1
3032.99,-0.24,-0.00,1
3038.14,-0.24,-0.00,1
3043.30,-0.24,-0.00,1
3048.39,-0.24,-0.00,1
3053.56,-0.24,-0.00,1
3058.71,-0.24,-0.00,1
3063.86,-0.24,-0.00,1
3069.03,-0.24,-0.00,1
3074.18,-0.24,-0.00,1
3079.34,-0.24,-0.00,1
3084.49,-0.24,-0.00,1
3089.66,-0.24,-0.00,1
3094.81,-0.24,-0.00,1
3099.97,-0.24,-0.00,1
3105.12,-0.24,-0.00,1
3110.27,-0.24,-0.00,1
3115.43,-0.24,-0.00,1
3120.59,-0.24,-0.00,1
3125.74,-0.24,-0.00,1
3130.90,-0.24,-0.00,1
3136.05,-0.24,-0.00,1
3141.20,-0.24,-0.00,1
3146.35,-0.24,-0.00,1
3151.51,-0.24,-0.00,1
3156.66,-0.24,-0.00,1
3161.81,-0.24,-0.00,1
3166.96,-0.24,-0.00,1
3172.11,-0.24,-0.00,1
3177.27,-0.24,-0.00,1
3182.42,-0.24,-0.00,1
3187.57,-0.24,-0.00,1
3192.72,-0.24,-0.00,1
3197.88,-0.24,-0.00,1
3203.03,-0.24,-0.00,1
3208.18,-0.24,-0.00,1
3213.34,-0.24,-0.00,1
3218.49,-0.24,-0.00,1
3223.64,-0.24,-0.00,1
3228.80,-0.24,-0.00,1
3233.95,-0.24,-0.00,1
3239.10,-0.24,-0.00,1
3244.25,-0.24,-0.00,1
3249.40,-0.24,-0.00,1
3254.56,-0.24,-0.00,1
3259.72,-0.24,-0.00,1
3264.87,-0.24,-0.00,1
3270.02,-0.24,-0.00,1
3275.17,-0.24,-0.00,1
3280.32,-0.24,-0.00,1
3285.47,-0.24,-0.00,1
3290.63,-0.24,-0.00,1
3295.78,-0.24,-0.00,1
3300.93,-0.24,-0.00,1
3306.08,-0.24,-0.00,1
3311.24,-0.24,-0.00,1
3316.39,-0.24,-0.00,1
3321.55,-0.24,-0.00,1
3326.71,-0.24,-0.00,1
3331.86,-0.24,-0.00,1
3337.01,-0.24,-0.00,1
3342.16,-0.24,-0.00,1
3347.32,-0.24,-0.00,1
3352.47,-0.24,-0.00,1
3357.62,-0.24,-0.00,1
3362.77,-0.24,-0.00,1
3367.92,-0.24,-0.00,1
3373.08,-0.24,-0.00,1
3378.23,-0.24,-0.00,1
3383.38,-0.24,-0.00,1
3388.53,-0.24,-0.00,1
3393.68,-0.24,-0.00,1
3398.84,-0.24,-0.00,1
3403.99,-0.24,-0.00,1
3409.14,-0.24,-0.00,1
3414.29,-0.24,-0.00,1
3419.44,-0.24,-0.00,1
3424.59,-0.24,-0.00,1
3429.75,-0.24,-0.00,1
3434.90,-0.24,-0.00,1
3440.05,-0.24,-0.00,1
3445.20,-0.24,-0.00,1
3450.36,-0.24,-0.00,1
3455.51,-0.24,-0.00,1
3460.66,-0.24,-0.00,1
3465.81,-0.24,-0.00,1
3470.96,-0.24,-0.00,1
3476.11,-0.24,-0.00,1
3481.27,-0.24,-0.00,1
3486.42,-0.24,-0.00,1
3491.57,-0.24,-0.00,1
3496.72,-0.24,-0.00,1
3501.88,-0.24,-0.00,1
3507.03,-0.24,-0.00,1
3512.18,-0.24,-0.00,1
3517.33,-0.24,-0.00,1
3522.50,-0.24,-0.00,1
3527.65,-0.24,-0.00,1
3532.80,-0.24,-0.00,1
3537.95,-0.24,-0.00,1
3543.10,-0.24,-0.00,1
3548.26,-0.24,-0.00,1
3553.41,-0.24,-0.00,1
3558.56,-0.24,-0.00,1
3563.71,-0.24,-0.00,1
3568.86,-0.24,-0.00,1
3574.02,-0.24,-0.00,1
3579.17,-0.24,-0.00,1
3584.32,-0.24,-0.00,1
3589.47,-0.24,-0.00,1
3594.62,-0.24,-0.00,1
3599.78,-0.24,-0.00,1
3604.93,-0.24,-0.00,1
3610.08,-0.24,-0.00,1
3615.23,-0.24,-0.00,1
3620.39,-0.24,-0.00,1
3625.54,-0.24,-0.00,1
3630.69,-0.24,-0.00,1
3635.84,-0.24,-0.00,1
3640.99,-0.24,-0.00,1
3646.15,-0.24,-0.00,1
3651.30,-0.24,-0.00,1
3656.45,-0.24,-0.00,1
3661.60,-0.24,-0.00,1
3666.76,-0.24,-0.00,1
3671.91,-0.24,-0.00,1
3677.06,-0.24,-0.00,1
3682.21,-0.24,-0.00,1
3687.36,-0.24,-0.00,1
3692.52,-0.24,-0.00,1
3697.67,-0.24,-0.00,1
3702.84,-0.24,-0.00,1
3707.99,-0.24,-0.00,1
3713.14,-0.24,-0.00,1
3718.29,-0.24,-0.00,1
3723.46,-0.24,-0.00,1
3728.61,-0.24,-0.00,1
3733.76,-0.24,-0.00,1
3738.91,-0.24,-0.00,1
3744.06,-0.24,-0.00,1
3749.21,-0.24,-0.00,1
3754.38,-0.24,-0.00,1
3759.53,-0.24,-0.00,1
3764.63,-0.24,-0.00,1
3769.78,-0.24,-0.00,1
3774.93,-0.24,-0.00,1
3780.07,-0.24,-0.00,1
3785.22,-0.24,-0.00,1
3790.37,-0.24,-0.00,1
3795.51,-0.24,-0.00,1
3800.66,-0.24,-0.00,1
3805.80,-0.24,-0.00,1
3810.95,-0.24,-0.00,1
3816.10,-0.24,-0.00,1
3821.24,-0.24,-0.00,1
3826.39,-0.24,-0.00,1
3831.54,-0.24,-0.00,1
3836.68,-0.24,-0.00,1
3841.83,-0.24,-0.00,1
3846.97,-0.24,-0.00,1
3852.12,-0.24,-0.00,1
3857.27,-0.24,-0.00,1
3862.41,-0.24,-0.00,1
3867.56,-0.24,-0.00,1
3872.71,-0.24,-0.00,1
3877.94,-0.24,-0.00,1
3883.09,-0.24,-0.00,1
3888.23,-0.24,-0.00,1
3893.38,-0.24,-0.00,1
3898.52,-0.24,-0.00,1
3903.67,-0.24,-0.00,1
3908.82,-0.24,-0.00,1
3913.96,-0.24,-0.00,1
3919.11,-0.24,-0.00,1
3924.27,-0.24,-0.00,1
3929.41,-0.24,-0.00,1
3934.56,-0.24,-0.00,1
3939.71,-0.24,-0.00,1
3944.85,-0.24,-0.00,1
3950.00,-0.24,-0.00,1
3955.14,-0.24,-0.00,1
3960.29,-0.24,-0.00,1
3965.44,-0.24,-0.00,1
3970.59,-0.24,-0.00,1
3975.73,-0.24,-0.00,1
3980.88,-0.24,-0.00,1
3985.97,-0.24,-0.00,1
3991.04,-0.24,-0.00,1
3996.10,-0.24,-0.00,1
4001.16,-0.24,-0.00,1
4006.22,-0.24,-0.00,1
4011.28,-0.24,-0.00,1
4016.34,-0.24,-0.00,1
4021.40,-0.24,-0.00,1
4026.46,-0.24,-0.00,1
4031.52,-0.24,-0.00,1
4036.58,-0.24,-0.00,1
4041.64,-0.24,-0.00,1
4046.70,-0.24,-0.00,1
4051.76,-0.24,-0.00,1
4056.82,-0.24,-0.00,1
4061.87,-0.24,-0.00,1
4066.93,-0.24,-0.00,1
4071.99,-0.24,-0.00,1
4077.05,-0.24,-0.00,1
4082.11,-0.24,-0.00,1
4087.17,-0.24,-0.00,1
4092.23,-0.24,-0.00,1
4097.29,-0.24,-0.00,1
4102.35,-0.24,-0.00,1
4107.41,-0.24,-0.00,1
4112.47,-0.24,-0.00,1
4117.53,-0.24,-0.00,1
4122.60,-0.24,-0.00,1
4127.66,-0.24,-0.00,1
4132.72,-0.24,-0.00,1
4137.78,-0.24,-0.00,1
4142.84,-0.24,-0.00,1
4147.90,-0.24,-0.00,1
4152.96,-0.24,-0.00,1
4158.02,-0.24,-0.00,1
4163.08,-0.24,-0.00,1
4168.14,-0.24,-0.00,1
4173.20,-0.24,-0.00,1
4178.26,-0.24,-0.00,1
4183.32,-0.24,-0.00,1
4188.38,-0.24,-0.00,1
4193.44,-0.24,-0.00,1
4198.50,-0.24,-0.00,1
4203.56,-0.24,-0.00,1
4208.62,-0.24,-0.00,1
4213.68,-0.24,-0.00,1
4218.74,-0.24,-0.00,1
4223.80,-0.24,-0.00,1
4228.86,-0.24,-0.00,1
4233.92,-0.24,-0.00,1
4238.98,-0.24,-0.00,1
4244.04,-0.24,-0.00,1
4249.10,-0.24,-0.00,1
4254.16,-0.24,-0.00,1
4259.22,-0.24,-0.00,1
4264.28,-0.24,-0.00,1
4269.34,-0.24,-0.00,1
4274.40,-0.24,-0.00,1
